Ticker,Date/Time,Open,High,Low,Close,Volume,Open Interest
BANKNIFTY-FUT,08-02-2024 12:00:00,45655.70,45725.00,45651.40,45704.70,32610,3259290
BANKNIFTY-FUT,08-02-2024 12:05:00,45701.70,45725.10,45665.00,45689.80,22890,3266160
BANKNIFTY-FUT,08-02-2024 12:10:00,45692.90,45747.00,45672.80,45694.80,28230,3271425
BANKNIFTY-FUT,08-02-2024 12:15:00,45695.40,45709.40,45644.20,45646.70,16680,3269580
BANKNIFTY-FUT,08-02-2024 12:20:00,45646.70,45654.00,45597.10,45635.10,24450,3273495
BANKNIFTY-FUT,08-02-2024 12:25:00,45630.00,45649.90,45601.80,45604.40,9825,3277515
BANKNIFTY-FUT,08-02-2024 12:30:00,45601.80,45640.20,45557.50,45624.70,48945,3288765
BANKNIFTY-FUT,08-02-2024 12:35:00,45624.70,45656.00,45610.00,45616.60,15420,3291885
BANKNIFTY-FUT,08-02-2024 12:40:00,45620.90,45654.00,45598.90,45653.90,10620,3294030
BANKNIFTY-FUT,08-02-2024 12:45:00,45658.00,45678.20,45640.00,45658.80,11955,3296355
BANKNIFTY-FUT,08-02-2024 12:50:00,45658.30,45684.80,45642.10,45676.30,11160,3298320
BANKNIFTY-FUT,08-02-2024 12:55:00,45677.00,45710.50,45650.00,45700.00,13140,3296850
BANKNIFTY-FUT,08-02-2024 13:00:00,45694.80,45715.00,45644.10,45648.80,12195,3298590
BANKNIFTY-FUT,08-02-2024 13:05:00,45641.70,45689.00,45639.90,45689.00,8550,3300165
BANKNIFTY-FUT,08-02-2024 13:10:00,45690.00,45734.60,45675.00,45683.10,17730,3299505
BANKNIFTY-FUT,08-02-2024 13:15:00,45682.40,45714.70,45673.80,45675.40,9135,3293505
BANKNIFTY-FUT,08-02-2024 13:20:00,45675.40,45698.00,45651.50,45664.80,8010,3293925
BANKNIFTY-FUT,08-02-2024 13:25:00,45659.30,45740.00,45659.00,45727.20,18270,3293580
BANKNIFTY-FUT,08-02-2024 13:30:00,45729.00,45760.90,45676.00,45690.10,38025,3287205
BANKNIFTY-FUT,08-02-2024 13:35:00,45690.00,45700.00,45656.80,45667.70,31965,3302910
BANKNIFTY-FUT,08-02-2024 13:40:00,45666.90,45692.90,45637.40,45689.80,29520,3329475
BANKNIFTY-FUT,08-02-2024 13:45:00,45683.60,45710.00,45670.20,45671.20,8775,3328260
BANKNIFTY-FUT,08-02-2024 13:50:00,45674.10,45699.90,45640.00,45655.30,13725,3324510
BANKNIFTY-FUT,08-02-2024 13:55:00,45658.40,45691.20,45652.30,45682.80,16950,3327255
BANKNIFTY-FUT,08-02-2024 14:00:00,45682.80,45697.50,45572.40,45589.00,30630,3328260
BANKNIFTY-FUT,08-02-2024 14:05:00,45585.20,45644.00,45576.60,45623.00,20280,3338595
BANKNIFTY-FUT,08-02-2024 14:10:00,45628.10,45659.90,45585.00,45597.80,15765,3340575
BANKNIFTY-FUT,08-02-2024 14:15:00,45600.00,45650.00,45550.10,45645.00,31260,3345300
BANKNIFTY-FUT,08-02-2024 14:20:00,45649.00,45649.00,45562.30,45586.00,28665,3345735
BANKNIFTY-FUT,08-02-2024 14:25:00,45590.30,45596.50,45480.00,45538.40,50595,3358140
BANKNIFTY-FUT,08-02-2024 14:30:00,45538.80,45545.10,45452.10,45480.70,63150,3374565
BANKNIFTY-FUT,08-02-2024 14:35:00,45481.30,45486.60,45280.00,45361.10,134130,3383955
BANKNIFTY-FUT,08-02-2024 14:40:00,45366.90,45409.40,45322.80,45370.60,37170,3388950
BANKNIFTY-FUT,08-02-2024 14:45:00,45369.20,45410.00,45369.20,45399.30,30960,3393135
BANKNIFTY-FUT,08-02-2024 14:50:00,45409.40,45410.50,45335.00,45381.00,25260,3392985
